id	objects
81395	['digital clock', 'matchstick', 'nematode, nematode worm, roundworm', 'monitor', 'jellyfish']
89046	['theater curtain, theatre curtain', 'guillotine', 'viaduct', 'bell cote, bell cot', 'monastery']
79780	['axolotl, mud puppy, Ambystoma mexicanum', 'projectile, missile', 'common iguana, iguana, Iguana iguana', 'trilobite', 'balloon', 'seashore, coast, seacoast, sea-coast', 'missile', 'space shuttle', 'bell cote, bell cot', 'quill, quill pen', 'sea urchin', 'volcano', 'prairie chicken, prairie grouse, prairie fowl']
88264	['cliff, drop, drop-off', 'valley, vale', 'alp', 'lakeside, lakeshore']
83317	['screw', 'white stork, Ciconia ciconia', 'lakeside, lakeshore', 'obelisk', 'vulture', 'balloon', 'envelope', 'web site, website, internet site, site', 'magpie', 'parachute, chute', 'hay', 'water tower', 'rapeseed', 'flagpole, flagstaff', 'barn', 'airship, dirigible', 'bald eagle, American eagle, Haliaeetus leucocephalus']
79003	['kite', 'white stork, Ciconia ciconia', 'vulture', 'airship, dirigible', 'missile', 'parachute, chute', 'water tower', 'flagpole, flagstaff', 'barn', 'mobile home, manufactured home', 'church, church building']
79788	["jack-o'-lantern", 'traffic light, traffic signal, stoplight', 'torch', 'nematode, nematode worm, roundworm', 'spotlight, spot']
84538	['chain saw, chainsaw', 'umbrella', 'car mirror', 'sombrero', 'hook, claw', 'airship, dirigible', 'radio telescope, radio reflector', 'ski', 'slug', 'balloon']
90697	['geyser', 'fountain', 'fireboat']
83760	['suspension bridge', 'reel', 'airship, dirigible', 'pole', 'water tower', 'flagpole, flagstaff', 'crane', 'pier']
86186	['volcano', 'geyser', 'fountain', 'valley, vale', 'lakeside, lakeshore']
86187	['projector', 'suspension bridge', 'pole', 'torch', 'seashore, coast, seacoast, sea-coast', 'loudspeaker, speaker, speaker unit, loudspeaker system, speaker system', 'traffic light, traffic signal, stoplight', 'fountain', 'lighter, light, igniter, ignitor', 'spotlight, spot', 'matchstick']
79238	['ladle']
79919	['kite', 'airliner', 'vulture', 'airship, dirigible', 'parachute, chute', 'flagpole, flagstaff', 'crane', 'warplane, military plane', 'ski', 'wing']
80935	['house finch, linnet, Carpodacus mexicanus', 'bee eater', 'vulture', 'kite', 'bald eagle, American eagle, Haliaeetus leucocephalus']
86271	['spotlight, spot', 'jellyfish']
87796	['great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'dugong, Dugong dugon', 'airship, dirigible', 'jellyfish', 'hammerhead, hammerhead shark']
87613	['monastery', 'castle', 'fountain', 'bell cote, bell cot', 'church, church building']
80934	['ping-pong ball', 'space shuttle', 'traffic light, traffic signal, stoplight', 'spotlight, spot', 'volcano', 'bubble', 'wing']
80157	['castle', 'palace']
90659	['dogsled, dog sled, dog sleigh', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'geyser', 'nematode, nematode worm, roundworm', 'lakeside, lakeshore', 'alp', 'ant, emmet, pismire', 'snowmobile', 'spotlight, spot', 'schipperke', 'matchstick', 'bubble', 'miniature pinscher', 'jellyfish']
90915	['dock, dockage, docking facility', 'liner, ocean liner', 'drilling platform, offshore rig', 'container ship, containership, container vessel', 'aircraft carrier, carrier, flattop, attack aircraft carrier']
90264	['sandbar, sand bar', 'alp', 'seashore, coast, seacoast, sea-coast', 'thatch, thatched roof', 'lakeside, lakeshore']
80623	['pool table, billiard table, snooker table', 'projector', 'Petri dish', 'jellyfish']
82521	['stole', 'poncho', 'trench coat', 'cloak', 'fur coat']
83056	['sandbar, sand bar', 'radio telescope, radio reflector', 'hay', 'wing', 'rapeseed']
83055	['megalith, megalithic structure', 'projectile, missile', 'beacon, lighthouse, beacon light, pharos', 'airliner', 'missile', 'hay', 'radio telescope, radio reflector', 'rapeseed', 'sandbar, sand bar', 'warplane, military plane', 'wing']
81650	['nematode, nematode worm, roundworm']
81309	['nematode, nematode worm, roundworm', 'cockroach, roach', 'hook, claw', 'parachute, chute', 'lacewing, lacewing fly', 'puck, hockey puck', 'crane', 'tick']
81655	['screw', 'nail', 'airliner', 'window screen', 'airship, dirigible', 'space shuttle', 'syringe', 'parachute, chute', 'wing']
80783	['parachute, chute', 'wing', 'geyser', 'airship, dirigible', 'flagpole, flagstaff']
90462	['megalith, megalithic structure', 'beacon, lighthouse, beacon light, pharos', 'lakeside, lakeshore', 'hay', 'rapeseed', 'promontory, headland, head, foreland', 'sandbar, sand bar', 'valley, vale']
81717	['traffic light, traffic signal, stoplight', 'suspension bridge', 'pole', 'picket fence, paling', 'spotlight, spot']
83190	['kite', 'beacon, lighthouse, beacon light, pharos', 'vulture', 'missile', 'parachute, chute', 'flagpole, flagstaff', 'wing', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
88620	['limousine, limo', 'traffic light, traffic signal, stoplight', 'tub, vat', 'bathtub, bathing tub, bath, tub', 'spotlight, spot', 'mobile home, manufactured home']
76884	['picket fence, paling', 'lakeside, lakeshore', 'balloon', 'viaduct', 'parachute, chute', 'hay', 'spotlight, spot', 'church, church building', 'alp', 'barn']
91145	['car mirror', 'Petri dish', 'switch, electric switch, electrical switch', 'seat belt, seatbelt', 'convertible', 'bubble', 'wing', 'goblet']
89811	['guillotine', 'rocking chair, rocker', 'forklift', 'folding chair', 'suspension bridge']
84999	['abaya', 'isopod', 'matchstick', 'nematode, nematode worm, roundworm']
85492	['projectile, missile', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'missile', 'maypole', 'beacon, lighthouse, beacon light, pharos', 'traffic light, traffic signal, stoplight', 'wing', 'hay', 'pole', 'rapeseed', 'flagpole, flagstaff', 'crane', 'warplane, military plane', 'pirate, pirate ship', 'barn']
85554	['geyser', 'nematode, nematode worm, roundworm', 'balloon', 'parachute, chute', 'fountain', 'dam, dike, dyke', 'bubble', 'fireboat', 'jellyfish']
70599	['abaya', 'pool table, billiard table, snooker table', 'trench coat', 'cloak', 'overskirt']
90323	['kite', 'white stork, Ciconia ciconia', 'airliner', 'vulture', 'airship, dirigible', 'missile', 'parachute, chute', 'warplane, military plane', 'wing', 'bald eagle, American eagle, Haliaeetus leucocephalus']
85557	['stupa, tope', 'perfume, essence', 'solar dish, solar collector, solar furnace', 'airship, dirigible', 'radio telescope, radio reflector', 'water tower']
89819	['missile', 'traffic light, traffic signal, stoplight', 'torch', 'candle, taper, wax light', 'spotlight, spot']
90324	['geyser', 'airship, dirigible', 'fountain', 'volcano', 'wing', 'fireboat']
84991	['Band Aid', 'nematode, nematode worm, roundworm', 'bikini, two-piece', 'chain', 'lacewing, lacewing fly', 'maillot', 'scorpion', 'envelope', 'nail', 'whistle', 'dough', 'sunscreen, sunblock, sun blocker', 'knot', 'necklace', 'paper towel', 'tick', 'swimming trunks, bathing trunks', 'switch, electric switch, electrical switch']
90326	['geyser', 'beacon, lighthouse, beacon light, pharos', 'scuba diver', 'parachute, chute', 'promontory, headland, head, foreland', 'volcano', 'cliff, drop, drop-off', 'wreck']
89411	['fountain pen', 'envelope', 'letter opener, paper knife, paperknife', 'pick, plectrum, plectron', 'quill, quill pen']
89138	['breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'suspension bridge', 'drilling platform, offshore rig', 'snowplow, snowplough', 'space shuttle', 'bobsled, bobsleigh, bob', 'dam, dike, dyke', 'crane', 'warplane, military plane', 'ski', 'fireboat']
82114	['sandbar, sand bar', 'cloak', 'solar dish, solar collector, solar furnace', 'punching bag, punch bag, punching ball, punchball', 'mosquito net', 'lampshade, lamp shade', 'fountain', 'abaya', 'wing', 'shower curtain']
81893	['caldron, cauldron', 'pool table, billiard table, snooker table', 'nematode, nematode worm, roundworm', 'candle, taper, wax light', 'chocolate sauce, chocolate syrup']
87139	["jack-o'-lantern", 'traffic light, traffic signal, stoplight', 'digital clock', 'nematode, nematode worm, roundworm', 'spotlight, spot']
89465	['parachute, chute', 'scuba diver', 'projectile, missile', 'tiger shark, Galeocerdo cuvieri', 'suspension bridge', 'spotlight, spot', 'missile', 'space shuttle', 'traffic light, traffic signal, stoplight', 'geyser', 'fountain', 'flagpole, flagstaff', 'nematode, nematode worm, roundworm', 'volcano', 'hammerhead, hammerhead shark', 'bubble', 'wing', 'jellyfish']
87106	['cliff, drop, drop-off', 'lakeside, lakeshore', 'book jacket, dust cover, dust jacket, dust wrapper', 'bow', 'dam, dike, dyke', 'knot', 'volcano', 'crane', 'valley, vale']
84660	['notebook, notebook computer', 'nematode, nematode worm, roundworm', "jack-o'-lantern", 'spotlight, spot', 'lampshade, lamp shade', 'matchstick', 'wing', 'digital clock']
86133	['balloon', 'beacon, lighthouse, beacon light, pharos', 'boathouse', 'radio telescope, radio reflector', 'barn']
85982	['parachute, chute', 'car mirror', 'balloon', 'lawn mower, mower', 'barn', 'pole', 'worm fence, snake fence, snake-rail fence, Virginia fence', 'hay', 'radio telescope, radio reflector', 'seat belt, seatbelt', 'screen, CRT screen', 'flagpole, flagstaff', 'sandbar, sand bar', 'television, television system', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'reel', 'unicycle, monocycle', 'tractor', 'rapeseed']
79861	['kite', 'flagpole, flagstaff', 'vulture', 'airship, dirigible', 'parachute, chute', 'jellyfish', 'tiger shark, Galeocerdo cuvieri', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'hammerhead, hammerhead shark']
86130	['parachute, chute', 'balloon', 'bubble', 'traffic light, traffic signal, stoplight', 'pole']
80435	['kite', 'balloon', 'scuba diver', 'vulture', 'airship, dirigible', 'parachute, chute', 'flagpole, flagstaff', 'warplane, military plane', 'bald eagle, American eagle, Haliaeetus leucocephalus']
86134	['nematode, nematode worm, roundworm', 'traffic light, traffic signal, stoplight', 'jellyfish', 'bubble', 'spotlight, spot']
87777	['parachute, chute', 'fountain', 'radio telescope, radio reflector', 'umbrella', 'solar dish, solar collector, solar furnace']
84018	['worm fence, snake fence, snake-rail fence, Virginia fence', 'megalith, megalithic structure', 'pole', 'totem pole', 'lakeside, lakeshore']
84019	['geyser', 'kite', 'beacon, lighthouse, beacon light, pharos', 'airship, dirigible', 'missile', 'parachute, chute']
85138	['car mirror', 'airliner', 'seashore, coast, seacoast, sea-coast', 'car wheel', 'standard poodle', 'television, television system', 'wing']
87771	['kite', 'airliner', 'airship, dirigible', 'parachute, chute', 'pole', 'flagpole, flagstaff', 'sandbar, sand bar', 'warplane, military plane', 'car mirror']
76277	[]
89861	['notebook, notebook computer', 'binder, ring-binder', 'cardigan', 'laptop, laptop computer', 'file, file cabinet, filing cabinet', 'wallet, billfold, notecase, pocketbook', 'purse', 'doormat, welcome mat', 'jersey, T-shirt, tee shirt', 'wool, woolen, woollen']
76274	['car mirror', 'oscilloscope, scope, cathode-ray oscilloscope, CRO', 'trolleybus, trolley coach, trackless trolley', 'seashore, coast, seacoast, sea-coast', 'tow truck, tow car, wrecker', 'hand-held computer, hand-held microcomputer', 'pole', 'remote control, remote', 'hip, rose hip, rosehip', 'monitor', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'balloon', 'suspension bridge', 'tennis ball', 'cliff, drop, drop-off', 'nematode, nematode worm, roundworm', 'airship, dirigible', 'coral reef', 'missile', 'baseball', 'screen, CRT screen', 'pier', 'croquet ball', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'iPod', 'cellular telephone, cellular phone, cellphone, cell, mobile phone', "spider web, spider's web", 'traffic light, traffic signal, stoplight', 'promontory, headland, head, foreland', 'sandbar, sand bar', 'modem']
72952	['matchstick', 'nematode, nematode worm, roundworm', 'balloon', 'radio telescope, radio reflector', "jack-o'-lantern", 'jellyfish', 'spotlight, spot', 'volcano', 'valley, vale', 'wing', 'digital clock']
79230	['space shuttle', 'container ship, containership, container vessel', 'liner, ocean liner', 'drilling platform, offshore rig', 'fireboat']
76225	['kite', 'lakeside, lakeshore', 'vulture', 'coral reef', 'rapeseed', 'pot, flowerpot', 'earthstar', 'jellyfish']
80023	['ping-pong ball', 'croquet ball', 'monitor', 'solar dish, solar collector, solar furnace', 'pole', 'spotlight, spot', 'puck, hockey puck', 'golf ball', 'street sign', 'traffic light, traffic signal, stoplight', 'baseball', 'water tower', 'flagpole, flagstaff', 'screen, CRT screen', 'television, television system', 'ski']
73899	['kite', 'airship, dirigible', 'parachute, chute', 'flagpole, flagstaff', 'warplane, military plane', 'wing']
90217	['ski mask', 'nematode, nematode worm, roundworm', 'wool, woolen, woollen', 'volcano']
84156	['dogsled, dog sled, dog sleigh', 'cardigan', 'bubble', 'maypole', 'pole', 'snowmobile', 'flagpole, flagstaff', 'stole', 'wool, woolen, woollen']
70053	['nematode, nematode worm, roundworm', 'projector', 'space shuttle', 'fountain', 'spotlight, spot', 'volcano', 'jellyfish']
84475	['radio telescope, radio reflector', 'beacon, lighthouse, beacon light, pharos', 'water tower', 'solar dish, solar collector, solar furnace', 'flagpole, flagstaff']
87989	['cinema, movie theater, movie theatre, movie house, picture palace', 'spotlight, spot', 'scoreboard', 'torch', 'stage']
89305	['nematode, nematode worm, roundworm', 'kite', 'Petri dish', 'file, file cabinet, filing cabinet', 'airship, dirigible', 'switch, electric switch, electrical switch', 'parachute, chute', 'stole', 'jellyfish', 'bubble', 'wing', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
84638	['pelican', 'vulture', 'kite', 'alp', 'promontory, headland, head, foreland']
90731	['Band Aid', 'maraca', 'unicycle, monocycle', 'sunscreen, sunblock, sun blocker', 'swing', 'jean, blue jean, denim', 'balance beam, beam', 'ice lolly, lolly, lollipop, popsicle']
90138	['picket fence, paling', 'lakeside, lakeshore', 'beacon, lighthouse, beacon light, pharos', 'suspension bridge', 'traffic light, traffic signal, stoplight', 'boathouse', 'fountain', 'rapeseed', 'castle', 'church, church building', 'maze, labyrinth', 'barn']
90325	['kite', 'white stork, Ciconia ciconia', 'airliner', 'vulture', 'airship, dirigible', 'missile', 'parachute, chute', 'warplane, military plane', 'wing', 'bald eagle, American eagle, Haliaeetus leucocephalus']
90151	['geyser', 'nematode, nematode worm, roundworm', 'cockroach, roach', 'tennis ball', 'beacon, lighthouse, beacon light, pharos', 'leatherback turtle, leatherback, leathery turtle, Dermochelys coriacea', 'missile', 'space shuttle', 'centipede', 'syringe', 'volcano', 'matchstick']
90135	['geyser', 'car mirror', 'lakeside, lakeshore', 'television, television system', 'balloon', 'viaduct', 'window screen', 'beacon, lighthouse, beacon light, pharos', 'seashore, coast, seacoast, sea-coast', 'traffic light, traffic signal, stoplight', 'fountain', 'rapeseed', 'castle', 'valley, vale', 'mobile home, manufactured home', 'monitor']
70372	['tiger shark, Galeocerdo cuvieri', 'wreck', 'torch', 'planetarium', 'traffic light, traffic signal, stoplight', 'spotlight, spot', 'flagpole, flagstaff', 'hammerhead, hammerhead shark', 'grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
90729	['lakeside, lakeshore', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'seashore, coast, seacoast, sea-coast', 'promontory, headland, head, foreland']
74658	[]
89389	['airliner']
89585	['megalith, megalithic structure', 'African elephant, Loxodonta africana', 'bison', 'valley, vale']
86359	['crane', 'projectile, missile', 'missile']
81438	['horizontal bar, high bar', 'isopod', 'nematode, nematode worm, roundworm', 'web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper']
74653	['suspension bridge', 'radio, wireless', 'radio telescope, radio reflector', 'water tower', 'crane', 'pier', 'steel arch bridge']
78847	['geyser', 'fountain', 'wing', 'fireboat', 'spotlight, spot']
86355	['space shuttle', 'geyser', 'balloon', 'parachute, chute', 'pole', 'volcano', 'bubble']
78845	['boathouse', 'canoe', 'lakeside, lakeshore']
89522	['valley, vale', 'alp']
90488	['fire screen, fireguard', 'stove', 'lakeside, lakeshore', 'fountain', 'volcano']
74655	['parachute, chute', 'warplane, military plane', 'wing', 'swing']
89382	['torch', 'projectile, missile', 'obelisk', 'viaduct', 'missile', 'pole', 'fountain', 'spotlight, spot']
89142	['worm fence, snake fence, snake-rail fence, Virginia fence', 'projectile, missile', 'container ship, containership, container vessel', 'picket fence, paling', 'web site, website, internet site, site', 'missile', 'space shuttle']
86378	['geyser', 'nematode, nematode worm, roundworm', 'monitor', 'analog clock', 'beacon, lighthouse, beacon light, pharos', 'balloon', 'envelope', 'web site, website, internet site, site', 'volcano', 'church, church building']
89140	['pole', 'suspension bridge', 'crane', 'maypole', 'swing']
87508	['parachute, chute', 'pole', 'balloon', 'solar dish, solar collector, solar furnace', 'flagpole, flagstaff']
83437	['tick', 'nematode, nematode worm, roundworm', 'Granny Smith', 'bubble', 'wallet, billfold, notecase, pocketbook', 'torch', 'scoreboard', 'gong, tam-tam', 'traffic light, traffic signal, stoplight', 'saltshaker, salt shaker', 'carousel, carrousel, merry-go-round, roundabout, whirligig', 'spotlight, spot', 'vault', 'cinema, movie theater, movie theatre, movie house, picture palace', 'cuirass', 'abaya', 'suit, suit of clothes', 'stage']
83438	['rapeseed']
87483	['megalith, megalithic structure', 'lakeside, lakeshore', 'beacon, lighthouse, beacon light, pharos', 'radio telescope, radio reflector', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'promontory, headland, head, foreland', 'volcano', 'valley, vale', 'wing', 'alp']
88491	['obelisk', 'pedestal, plinth, footstall', 'bell cote, bell cot', 'palace', 'church, church building']
83534	['geyser', 'airship, dirigible', 'missile', 'parachute, chute', 'volcano', 'warplane, military plane']
87979	['dogsled, dog sled, dog sleigh', 'monitor', 'book jacket, dust cover, dust jacket, dust wrapper', 'laptop, laptop computer', 'mountain tent', 'web site, website, internet site, site', 'cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM', 'snowmobile', 'screen, CRT screen', 'television, television system', 'ski', 'alp', 'projector']
88087	['geyser', 'volcano', 'lakeside, lakeshore', 'beacon, lighthouse, beacon light, pharos', 'seashore, coast, seacoast, sea-coast', 'parachute, chute', 'promontory, headland, head, foreland', 'sandbar, sand bar', 'cliff, drop, drop-off']
82022	['parachute, chute', 'balloon', 'valley, vale', 'alp', 'lakeside, lakeshore']
80445	['traffic light, traffic signal, stoplight', 'street sign']
90737	['fire engine, fire truck', 'forklift', 'bulletproof vest', 'suspension bridge', 'patio, terrace', 'water snake', 'lumbermill, sawmill', 'gar, garfish, garpike, billfish, Lepisosteus osseus', 'tow truck, tow car, wrecker', 'traffic light, traffic signal, stoplight', 'crane', 'snowplow, snowplough', 'mobile home, manufactured home', 'cuirass']
87878	['pool table, billiard table, snooker table', 'projectile, missile', 'suspension bridge', 'digital clock', 'balloon', 'promontory, headland, head, foreland', 'airship, dirigible', 'missile', 'fountain', 'spotlight, spot', 'nematode, nematode worm, roundworm', 'volcano', 'valley, vale', 'bubble', 'wing', 'alp', 'jellyfish']
84708	['scuba diver', 'hammerhead, hammerhead shark', 'pool table, billiard table, snooker table', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'jellyfish']
85122	['parachute, chute', 'pole', 'geyser', 'airship, dirigible', 'flagpole, flagstaff']
88689	['projectile, missile', 'beacon, lighthouse, beacon light, pharos', 'viaduct', 'missile', 'pole', 'freight car', 'water tower', 'passenger car, coach, carriage', 'crane', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'birdhouse']
81185	['parachute, chute', 'geyser', 'fountain', 'flagpole, flagstaff']
85794	['traffic light, traffic signal, stoplight', 'ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin', 'picket fence, paling', 'parking meter', 'church, church building']
85795	['balloon', 'barn', 'rapeseed', 'beacon, lighthouse, beacon light, pharos', 'lakeside, lakeshore']
80449	['parachute, chute', 'vulture', 'kite', 'white stork, Ciconia ciconia', 'airship, dirigible']
89783	['flagpole, flagstaff']
87162	['nematode, nematode worm, roundworm', 'submarine, pigboat, sub, U-boat', 'traffic light, traffic signal, stoplight', 'pole', "jack-o'-lantern", 'water tower', 'spotlight, spot', 'crane', 'matchstick', 'digital clock']
84526	['dowitcher', 'screw', 'nematode, nematode worm, roundworm', 'beacon, lighthouse, beacon light, pharos', 'water snake', 'seashore, coast, seacoast, sea-coast', 'parachute, chute', 'radio telescope, radio reflector', 'pill bottle', 'promontory, headland, head, foreland', 'syringe', 'sandbar, sand bar', 'tick', 'switch, electric switch, electrical switch', 'pick, plectrum, plectron', 'balloon']
86416	[]
84024	['kite', 'tiger shark, Galeocerdo cuvieri', 'parachute, chute', 'flagpole, flagstaff', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'wing', 'jellyfish']
84288	['notebook, notebook computer', 'ping-pong ball', 'nematode, nematode worm, roundworm', 'laptop, laptop computer', 'file, file cabinet, filing cabinet', 'pool table, billiard table, snooker table', 'bubble']
84521	['cliff, drop, drop-off', 'beacon, lighthouse, beacon light, pharos', 'lakeside, lakeshore', 'sandbar, sand bar', 'promontory, headland, head, foreland', 'volcano', 'valley, vale', 'alp']
84441	['candle, taper, wax light', 'pool table, billiard table, snooker table', 'nematode, nematode worm, roundworm', 'car mirror', 'spotlight, spot', 'digital clock', 'grand piano, grand', 'limousine, limo', 'torch', 'traffic light, traffic signal, stoplight', 'umbrella', "jack-o'-lantern", 'upright, upright piano', 'trombone', 'abaya', 'television, television system', 'matchstick', 'bubble', 'wing', 'stage', 'jellyfish']
74826	[]
88261	['parachute, chute', 'geyser', 'wing', 'airship, dirigible', 'missile']
84586	['water tower', 'geyser', 'suspension bridge', 'hook, claw', 'flagpole, flagstaff', 'beacon, lighthouse, beacon light, pharos', 'pole', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'swing', 'trimaran', 'schooner']
83795	['police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria', 'recreational vehicle, RV, R.V.', 'minibus', 'mobile home, manufactured home', 'minivan']
86702	['dowitcher', 'black grouse', 'lakeside, lakeshore', 'redshank, Tringa totanus', 'obelisk', 'ptarmigan', 'beacon, lighthouse, beacon light, pharos', 'airship, dirigible', 'rapeseed', 'American coot, marsh hen, mud hen, water hen, Fulica americana']
80840	['beacon, lighthouse, beacon light, pharos', 'obelisk', 'maypole', 'traffic light, traffic signal, stoplight', 'hay', 'pole', 'rapeseed', 'flagpole, flagstaff', 'church, church building']
86551	['bell pepper', 'dugong, Dugong dugon', 'picket fence, paling', 'beacon, lighthouse, beacon light, pharos', 'Granny Smith', 'tennis ball', 'worm fence, snake fence, snake-rail fence, Virginia fence', 'plastic bag', 'tick', 'volcano', 'barn', 'alp', 'church, church building']
86550	['nematode, nematode worm, roundworm', 'pool table, billiard table, snooker table', 'barn', 'planetarium', "jack-o'-lantern", 'church, church building', 'jellyfish', 'spotlight, spot', 'volcano', 'matchstick', 'digital clock']
80929	['flagpole, flagstaff']
77595	['parachute, chute', 'warplane, military plane', 'kite', 'picket fence, paling', 'wreck', 'spotlight, spot', 'suspension bridge', 'lakeside, lakeshore', 'vulture', 'seashore, coast, seacoast, sea-coast', 'submarine, pigboat, sub, U-boat', 'airship, dirigible', 'worm fence, snake fence, snake-rail fence, Virginia fence', 'lifeboat', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'promontory, headland, head, foreland', 'sandbar, sand bar', 'chainlink fence', 'pier', 'bannister, banister, balustrade, balusters, handrail']
82231	['nematode, nematode worm, roundworm', 'traffic light, traffic signal, stoplight', "jack-o'-lantern", 'volcano', 'jellyfish', 'wing', 'digital clock']
88384	['cinema, movie theater, movie theatre, movie house, picture palace', 'scoreboard', 'traffic light, traffic signal, stoplight', 'grocery store, grocery, food market, market', 'bullet train, bullet', 'cab, hack, taxi, taxicab', 'stage', 'pier', 'steel arch bridge']
85616	[]
84879	['parachute, chute', 'geyser', 'chain', 'hook, claw', 'airship, dirigible', 'switch, electric switch, electrical switch', 'nail', 'volcano', 'warplane, military plane', 'bubble', 'wing']
83222	['space shuttle', 'traffic light, traffic signal, stoplight', 'jellyfish', 'wing', 'missile']
83388	['ping-pong ball', 'nematode, nematode worm, roundworm', 'kite', 'white stork, Ciconia ciconia', 'doormat, welcome mat', 'balloon', 'pool table, billiard table, snooker table', 'vulture', 'airship, dirigible', 'golf ball', 'parachute, chute', 'Petri dish', 'jellyfish', 'flagpole, flagstaff', 'velvet', 'warplane, military plane', 'mitten', 'bald eagle, American eagle, Haliaeetus leucocephalus']
83387	['fountain pen', 'can opener, tin opener', 'projectile, missile', 'letter opener, paper knife, paperknife', 'ballpoint, ballpoint pen, ballpen, Biro', 'nail', 'airliner', 'airship, dirigible', 'screwdriver', 'missile', 'space shuttle', 'syringe', 'drumstick', 'warplane, military plane', 'wing', 'hammerhead, hammerhead shark']
81501	['stretcher', 'fire screen, fireguard', 'rotisserie', 'window screen']
81139	['picket fence, paling', 'lakeside, lakeshore', 'beacon, lighthouse, beacon light, pharos', 'window screen', 'rain barrel', 'boathouse', 'flagpole, flagstaff', 'window shade', 'mobile home, manufactured home', 'sliding door']
84870	['crane', 'flagpole, flagstaff', 'seashore, coast, seacoast, sea-coast', 'pole', 'suspension bridge']
89943	['spotlight, spot']
86224	['kite', 'white stork, Ciconia ciconia', 'yurt', 'vulture', 'dome', 'solar dish, solar collector, solar furnace', 'tile roof', 'parachute, chute', 'radio telescope, radio reflector', 'boathouse', 'vault', 'palace', 'flagpole, flagstaff', 'sandbar, sand bar', 'prayer rug, prayer mat', 'warplane, military plane', 'church, church building']
83893	['ping-pong ball', 'skunk, polecat, wood pussy', 'nematode, nematode worm, roundworm', 'torch', 'traffic light, traffic signal, stoplight', "jack-o'-lantern", 'Scotch terrier, Scottish terrier, Scottie', 'volcano', 'schipperke', 'jellyfish']
89794	['analog clock', 'web site, website, internet site, site', 'car wheel', 'cassette', 'spotlight, spot', 'washer, automatic washer, washing machine', 'strainer', 'bubble']
82335	['parachute, chute', 'balloon', 'flagpole, flagstaff', 'kite', 'airship, dirigible']
83543	['croquet ball', 'ballplayer, baseball player', 'football helmet', 'unicycle, monocycle', 'rugby ball', 'parachute, chute', 'soccer ball', 'park bench', 'maze, labyrinth']
83365	['screw', 'modem', 'container ship, containership, container vessel', 'submarine, pigboat, sub, U-boat', 'airliner', 'dock, dockage, docking facility', 'seashore, coast, seacoast, sea-coast', 'airship, dirigible', 'aircraft carrier, carrier, flattop, attack aircraft carrier', 'puck, hockey puck', 'pill bottle', 'syringe', 'crane', 'tick', 'switch, electric switch, electrical switch', 'fireboat']
83364	['nematode, nematode worm, roundworm', 'traffic light, traffic signal, stoplight', "jack-o'-lantern", 'spotlight, spot', 'bubble', 'digital clock']
83367	['parachute, chute', 'bee eater', 'albatross, mollymawk', 'kite', 'airship, dirigible']
85382	['overskirt', 'radiator', 'mailbag, postbag', 'cloak', 'tile roof', 'window shade', 'trench coat', 'shower curtain', 'computer keyboard, keypad']
89640	['lakeside, lakeshore', 'hyena, hyaena', 'seashore, coast, seacoast, sea-coast', 'radio telescope, radio reflector', 'sandbar, sand bar', 'volcano', 'valley, vale', 'wing', 'alp']
84947	['parachute, chute', 'volcano', 'geyser', 'wing', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
86832	['geyser', 'beacon, lighthouse, beacon light, pharos', 'obelisk', 'monastery', 'viaduct', 'airship, dirigible', 'parachute, chute', 'fountain', 'bell cote, bell cot', 'volcano', 'pier', 'fireboat', 'church, church building']
90925	['notebook, notebook computer', 'binder, ring-binder', 'matchstick', 'nematode, nematode worm, roundworm', 'ladle', 'iPod', 'cellular telephone, cellular phone, cellphone, cell, mobile phone', 'ballpoint, ballpoint pen, ballpen, Biro', 'gar, garfish, garpike, billfish, Lepisosteus osseus', 'nail', 'jellyfish', 'quill, quill pen', 'velvet', 'modem', 'computer keyboard, keypad']
