filename	objects
80826_submitter_file3__20161205160507.jpg	['viaduct', 'valley, vale', 'church, church building', 'alp', 'barn']
70234_submitter_file3__IMG20150906193434619.jpg	['brambling, Fringilla montifringilla', 'bee eater', 'kite', 'house finch, linnet, Carpodacus mexicanus', 'bald eagle, American eagle, Haliaeetus leucocephalus']
91119_submitter_file1__8996A574AF974A2D860FBE268316424E.jpeg	['geyser', 'projectile, missile', 'wing', 'alp', 'missile']
84815_submitter_file2__IMG0029.JPG	['volcano', 'torch']
89298_submitter_file3__IMG7046.PNG	['nematode, nematode worm, roundworm']
70081_submitter_file2__Screenshot20150902220621.png	['rugby ball', 'cliff, drop, drop-off', 'baseball', 'volleyball', 'alp']
84991_submitter_file7__Indentationonleftinnerleg4.jpg	['scorpion', 'tick', 'nematode, nematode worm, roundworm', 'dough', 'Band Aid']
83234_submitter_file5__IMG3096.JPG	['breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'pier', 'seashore, coast, seacoast, sea-coast', 'airship, dirigible', 'lakeside, lakeshore']
80914_submitter_file2__IMG0620.JPG	['volcano', 'geyser', 'fountain', 'fireboat', 'lakeside, lakeshore']
88111_submitter_file2__PurplelightoverFoodBazaarBEFOREHomeDepot.jpg	['cinema, movie theater, movie theatre, movie house, picture palace', 'cab, hack, taxi, taxicab', 'scoreboard', 'traffic light, traffic signal, stoplight', 'stage']
80330_submitter_file2__20161101170250.jpg	['castle', 'barn', 'picket fence, paling', 'beacon, lighthouse, beacon light, pharos', 'church, church building']
82407_submitter_file2__0724161535.jpg	['flagpole, flagstaff', 'geyser', 'fountain', 'car mirror', 'spotlight, spot']
79494_submitter_file2__wpss201609280015.png	['rapeseed', 'barn']
89957_submitter_file2__20180131053009.jpg	['traffic light, traffic signal, stoplight', 'spotlight, spot']
84599_submitter_file1__Screenshot20170625155558.png	['nematode, nematode worm, roundworm', 'paper towel', 'sandbar, sand bar', 'handkerchief, hankie, hanky, hankey', 'ski']
83197_submitter_file8__8.LuminousWhiteUFOPhotograph2HighlyEnlarged.jpg	['volcano', 'torch', 'nematode, nematode worm, roundworm', "jack-o'-lantern"]
84716_submitter_file2__0629171758a.jpg	['pickup, pickup truck', 'limousine, limo', 'cinema, movie theater, movie theatre, movie house, picture palace', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'minivan']
80734_submitter_file8__20161129185040.jpg	['safety pin', 'centipede', 'nematode, nematode worm, roundworm', 'grasshopper, hopper', 'walking stick, walkingstick, stick insect']
89389_submitter_file1__IMG1002.JPG	['airliner']
85697_submitter_file1__4aug2017UFO.JPG	['beacon, lighthouse, beacon light, pharos', 'boathouse', 'lakeside, lakeshore', 'alp', 'barn']
78677_submitter_file3__IMG2335.jpg	['obelisk', 'geyser', 'fountain', 'church, church building', 'lakeside, lakeshore']
84221_submitter_file2__20170606081105.jpg	['traffic light, traffic signal, stoplight', 'streetcar, tram, tramcar, trolley, trolley car', 'crane', 'pole', 'suspension bridge']
78674_submitter_file1__IMG3964.JPG	['mountain tent']
84288_submitter_file3__IMG9331.JPG	['notebook, notebook computer', 'file, file cabinet, filing cabinet', 'pool table, billiard table, snooker table', 'nematode, nematode worm, roundworm', 'ping-pong ball']
88375_submitter_file3__IMG3663.JPG	['pole', 'flagpole, flagstaff', 'traffic light, traffic signal, stoplight', 'snowplow, snowplough']
89495_submitter_file1__20180110080036.jpg	['traffic light, traffic signal, stoplight', 'streetcar, tram, tramcar, trolley, trolley car', 'street sign']
89833_submitter_file3__IMG0745.JPG	['parachute, chute', 'warplane, military plane', 'vulture', 'kite', 'flagpole, flagstaff']
87195_submitter_file4__Capture5.PNG	['common newt, Triturus vulgaris', 'nematode, nematode worm, roundworm', 'isopod', 'flatworm, platyhelminth', 'thunder snake, worm snake, Carphophis amoenus']
78876_submitter_file3__image.jpeg	['ski', 'scuba diver', 'bobsled, bobsleigh, bob', 'alp', 'shower curtain']
90293_submitter_file3__2copywitharrow.jpg	['cliff, drop, drop-off', 'seashore, coast, seacoast, sea-coast', 'promontory, headland, head, foreland']
82267_submitter_file1__IMG0494.JPG	['geyser', 'fountain', 'fireboat']
79735_submitter_file2__20161005181100.jpg	['volcano', 'geyser', 'fountain']
84144_submitter_file1__0528171440.jpg	['crane', 'flagpole, flagstaff', 'balloon', 'birdhouse', 'street sign']
83197_submitter_file7__7.LuminousWhiteUFOPhotograph2FurtherEnlarged.jpg	['black grouse', 'volcano', 'nematode, nematode worm, roundworm', 'Petri dish', "jack-o'-lantern"]
87385_submitter_file2__20171017001126.jpg	['table lamp', 'lampshade, lamp shade', 'paper towel', 'toilet tissue, toilet paper, bathroom tissue']
83501_submitter_file2__IMG20170503080527.jpg	['airship, dirigible']
79195_submitter_file1__AORIGINALPOSITION1.JPG	['space shuttle', 'crane', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi']
81458_submitter_file3__IMG0783.JPG	['boathouse', 'church, church building', 'picket fence, paling', 'beacon, lighthouse, beacon light, pharos', 'barn']
84043_submitter_file6__2B.jpg	['convertible', 'cab, hack, taxi, taxicab', 'pole', 'traffic light, traffic signal, stoplight', 'pickup, pickup truck']
90503_submitter_file3__IMG8484.JPG	['robin, American robin, Turdus migratorius', 'bald eagle, American eagle, Haliaeetus leucocephalus', 'vulture', 'kite', 'magpie']
71167_submitter_file2__010.JPG	['nematode, nematode worm, roundworm']
80227_submitter_file6__ufo.jpg	['wing', 'seat belt, seatbelt', 'car mirror']
79408_submitter_file2__20160926044411.jpg	['pool table, billiard table, snooker table', 'hammerhead, hammerhead shark', 'nematode, nematode worm, roundworm', 'monitor', 'jellyfish']
85250_submitter_file2__FINGERCLOUD.jpg	['recreational vehicle, RV, R.V.', 'minibus', 'minivan', 'jeep, landrover', 'steam locomotive']
87103_submitter_file1__IMG6233.JPG	['digital clock', 'spotlight, spot', 'nematode, nematode worm, roundworm', 'bubble', 'jellyfish']
78678_submitter_file6__IMG2339.jpg	['geyser', 'fountain', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'beacon, lighthouse, beacon light, pharos', 'lakeside, lakeshore']
83364_submitter_file2__2.ReceiverTypeUFOMarked.JPG	['bubble']
83202_submitter_file3__32360545255944277511744611925o.jpg	['nail', 'screw', 'nematode, nematode worm, roundworm', 'screwdriver']
86375_submitter_file4__IMG3409.JPG	['goose', 'crane', 'kite', 'white stork, Ciconia ciconia', 'magpie']
77473_submitter_file1__Photo020.jpg	['obelisk', 'triumphal arch', 'traffic light, traffic signal, stoplight', 'fountain', 'spotlight, spot']
89210_submitter_file1__38E87E1C66354FF9B606A3D87D8287DF.jpeg	['patio, terrace', 'restaurant, eating house, eating place, eatery', 'bell cote, bell cot', 'palace', 'lakeside, lakeshore']
83750_submitter_file3__IMG1956.PNG	['typewriter keyboard', 'nematode, nematode worm, roundworm', 'remote control, remote', 'combination lock', 'hard disc, hard disk, fixed disk']
88970_submitter_file1__20171220200830.jpg	['nematode, nematode worm, roundworm']
83927_submitter_file6__6.LargeRoundObjectNearPassengerPlaneEnhanced.jpg	['warplane, military plane', 'projectile, missile', 'missile']
79907_submitter_file3__IMG20161003131105.jpg	['guillotine', 'obelisk', 'street sign', 'wing', 'flagpole, flagstaff']
81353_submitter_file3__IMG0680.JPG	['obelisk', 'fire engine, fire truck', 'stupa, tope', 'dock, dockage, docking facility', 'church, church building']
83461_submitter_file2__2.BizarreBlackMorphingUFOPhotograph1Enlarged.jpg	['parachute, chute', 'kite']
80128_submitter_file1__IMG0502.JPG	['sandbar, sand bar', 'geyser', 'bucket, pail', 'seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']
90095_submitter_file1__32E02885EF69457EAF3E70D32B7F891E.jpeg	['park bench', 'castle', 'fountain', 'rapeseed', 'lakeside, lakeshore']
85771_submitter_file1__20170809073440.jpg	['car mirror']
80171_submitter_file4__20161019184702.jpg	['car mirror', 'jeep, landrover', 'snowplow, snowplough', 'minibus', 'spotlight, spot']
79636_submitter_file1__IMG1981.jpg	['screen, CRT screen', 'television, television system', 'home theater, home theatre', 'monitor']
81375_submitter_file5__1UFO5.jpg	['scoreboard', 'web site, website, internet site, site', 'digital clock']
88392_submitter_file3__IMG8565.JPG	['warplane, military plane', 'geyser', 'fountain', 'wing', 'airship, dirigible']
86371_submitter_file2__IMG6610.PNG	['parachute, chute', 'seashore, coast, seacoast, sea-coast', 'knot', 'lakeside, lakeshore']
86832_submitter_file3__P1100301.JPG	['obelisk', 'volcano', 'beacon, lighthouse, beacon light, pharos', 'bell cote, bell cot', 'church, church building']
83742_submitter_file1__Screenshot20170515153635.png	['parachute, chute', 'warplane, military plane', 'airliner', 'wing', 'airship, dirigible']
81817_submitter_file2__IMG1002.JPG	['fountain', 'traffic light, traffic signal, stoplight', 'bubble', 'pole', 'fireboat']
83142_submitter_file3__IMG1141.JPG	['velvet', 'nematode, nematode worm, roundworm', 'ski mask', 'ladle']
70150_submitter_file1__DSC0009.JPG	['crane', 'vulture', 'kite']
87185_submitter_file2__DSC0059.JPG	['seashore, coast, seacoast, sea-coast', 'promontory, headland, head, foreland']
79195_submitter_file9__Qenhanced400zoom.jpg	['space shuttle', 'triumphal arch', 'crane', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'obelisk']
78678_submitter_file8__IMG2341.jpg	['geyser', 'fountain', 'lakeside, lakeshore']
90652_submitter_file4__prvnpiblen.png	['sea snake', 'parachute, chute', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'tiger shark, Galeocerdo cuvieri', 'jellyfish']
86925_submitter_file3__IMG4047.PNG	['missile', 'dugong, Dugong dugon', 'kite', 'airship, dirigible', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias']
88305_submitter_file2__16.11.04RedObject2FmVideo.jpg	["jack-o'-lantern", 'digital clock', 'matchstick', 'nematode, nematode worm, roundworm', 'jellyfish']
83417_submitter_file2__20170429171020.jpg	['pier', 'steel arch bridge']
86550_submitter_file5__164.jpg	['digital clock', 'matchstick', 'nematode, nematode worm, roundworm', "jack-o'-lantern", 'jellyfish']
81331_submitter_file5__IMG8427.JPG	['lacewing, lacewing fly', 'bee eater', 'nematode, nematode worm, roundworm', 'kite']
83201_submitter_file5__33805145255935477292126554337o.jpg	['nail', 'lacewing, lacewing fly', "dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"]
84530_submitter_file1__20170619054409.jpg	['volcano']
84288_submitter_file1__IMG9329.JPG	['notebook, notebook computer', 'ping-pong ball', 'pool table, billiard table, snooker table', 'nematode, nematode worm, roundworm', 'bubble']
83754_submitter_file1__fullsizeoutput21d2.jpeg	['missile', 'flagpole, flagstaff', 'water tower', 'airship, dirigible', 'beacon, lighthouse, beacon light, pharos']
83963_submitter_file4__IMG0320check.jpg	['laptop, laptop computer', 'screen, CRT screen', 'desktop computer', 'envelope', 'monitor']
74653_submitter_file7__shieldsufo20160220151709.jpg	['water tower', 'radio telescope, radio reflector', 'suspension bridge', 'crane', 'steel arch bridge']
78855_submitter_file3__20160824200534cropfilter.jpg	['screw', 'chambered nautilus, pearly nautilus, nautilus', 'tick', 'nematode, nematode worm, roundworm', 'Petri dish']
90888_submitter_file7__DSC02051.JPG	['hammerhead, hammerhead shark', 'nematode, nematode worm, roundworm', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'tiger shark, Galeocerdo cuvieri', 'jellyfish']
86925_submitter_file1__IMG4041.JPG	['seashore, coast, seacoast, sea-coast', 'promontory, headland, head, foreland']
88882_submitter_file2__ufo2InPixio.jpg	['screen, CRT screen', 'safe', 'mouse, computer mouse', 'wok', 'monitor']
90271_submitter_file4__IMG20180131162532.jpg	['traffic light, traffic signal, stoplight', 'pole', 'water tower', 'volleyball', 'trolleybus, trolley coach, trackless trolley']
79027_submitter_file1__Photo1.JPG	['picket fence, paling']
83392_submitter_file2__DSC4347.jpg	['water tower', 'traffic light, traffic signal, stoplight', 'flagpole, flagstaff', 'pole', 'airship, dirigible']
86277_submitter_file2__20170821144327resized.jpg	['crane', 'bell cote, bell cot', 'analog clock', 'palace', 'church, church building']
84291_submitter_file1__20170607154132.jpg	['traffic light, traffic signal, stoplight', 'hook, claw', 'rotisserie', 'car mirror', 'barbell']
90973_submitter_file4__IMG36681.JPG	['park bench', 'viaduct', 'suspension bridge', 'church, church building', 'lakeside, lakeshore']
83501_submitter_file3__IMG20170503090918.jpg	['crane', 'lakeside, lakeshore', 'airship, dirigible', 'fireboat', 'flagpole, flagstaff']
86284_submitter_file1__IMG3346.PNG	['cliff, drop, drop-off', 'ski', 'limpkin, Aramus pictus', 'alp', 'flagpole, flagstaff']
87138_submitter_file1__received446184215775222.jpeg	['space shuttle', 'projectile, missile', 'drilling platform, offshore rig', 'missile']
79991_submitter_file6__P1020790.JPG	['obelisk', 'balloon', 'lakeside, lakeshore', 'water tower', 'flagpole, flagstaff']
80973_submitter_file1__20161214084512.jpg	['platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'nematode, nematode worm, roundworm', 'hammerhead, hammerhead shark']
81582_submitter_file2__image.png	['nematode, nematode worm, roundworm', 'television, television system', 'dugong, Dugong dugon', 'bubble', 'spotlight, spot']
90743_submitter_file1__IMG2605.JPG	['stingray', 'electric ray, crampfish, numbfish, torpedo']
75133_submitter_file6__UAP19.11.2013.TorontoCanadavideostillimage.png	[]
80089_submitter_file1__Untitled1.jpg	['triumphal arch', 'crane', 'street sign', 'pier', 'suspension bridge']
81538_submitter_file1__IMG7965.JPG	['vizsla, Hungarian pointer', 'Chesapeake Bay retriever', 'Irish water spaniel', 'Sussex spaniel', 'Irish setter, red setter']
79193_submitter_file7__GCHANGEINPOSITION3.JPG	['space shuttle', 'triumphal arch', 'crane', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'pier']
80692_submitter_file4__IMG201611191653571.jpg	['notebook, notebook computer', 'laptop, laptop computer', 'syringe']
89623_submitter_file3__IMG6333.JPG	['stupa, tope']
74843_submitter_file2__image.jpeg	['promontory, headland, head, foreland', 'lakeside, lakeshore', 'seashore, coast, seacoast, sea-coast', 'grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']
74826_submitter_file4__ChichenItzaMexicoIMG0050copy4.JPG	[]
85521_submitter_file3__KTDP1998.JPG	['megalith, megalithic structure', 'castle', 'geyser', 'church, church building', 'beacon, lighthouse, beacon light, pharos']
83346_submitter_file1__1.FlyingsaucerabovesomecloudsOriginal.JPG	['parachute, chute', 'wing', 'warplane, military plane', 'airship, dirigible', 'flagpole, flagstaff']
75634_submitter_file2__KC3133.JPG	['cliff, drop, drop-off']
90421_submitter_file3__IMG2018022416514902.jpeg	['parachute, chute', 'obelisk', 'geyser', 'rapeseed', 'beacon, lighthouse, beacon light, pharos']
83254_submitter_file1__StarLikeObjectPhotograph1.JPG	['volcano', 'torch', "jack-o'-lantern", 'wing', 'spotlight, spot']
87072_submitter_file4__IMG9463.JPG	["jack-o'-lantern", 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'tick', 'nematode, nematode worm, roundworm', 'volcano']
81583_submitter_file2__image.png	['nematode, nematode worm, roundworm', 'television, television system', 'dugong, Dugong dugon', 'bubble', 'spotlight, spot']
78678_submitter_file3__IMG2335.jpg	['obelisk', 'geyser', 'fountain', 'church, church building', 'lakeside, lakeshore']
84220_submitter_file1__MultipleUFOS20170602191724.jpg	['parachute, chute', 'warplane, military plane', 'flagpole, flagstaff', 'airship, dirigible', 'beacon, lighthouse, beacon light, pharos']
83963_submitter_file3__IMG0321check.jpg	['laptop, laptop computer', 'screen, CRT screen', 'notebook, notebook computer', 'home theater, home theatre', 'monitor']
83956_submitter_file8__8.RectangularUFOWithStrangeContrailsCapturedAgainHighlyEnlarged.jpg	['space shuttle', 'projectile, missile', 'missile']
83956_submitter_file6__6.RectangularUFOWithStrangeContrailsCapturedAgainEnhanced.jpg	['warplane, military plane', 'projectile, missile', 'wing', 'airship, dirigible', 'missile']
83437_submitter_file8__8.BridgwaterCarnivalUFOs2015Object4EnhancedEnlarged.jpg	['nematode, nematode worm, roundworm']
87072_submitter_file2__IMG9473.JPG	["jack-o'-lantern", 'traffic light, traffic signal, stoplight', 'spotlight, spot', 'nematode, nematode worm, roundworm', 'volcano']
90138_submitter_file4__LakefrontUfoPenroseedgedetectioncroppedsmaller.jpg	['boathouse', 'fountain', 'church, church building', 'picket fence, paling', 'barn']
84198_submitter_file3__IMG201706040428431.jpg	['space shuttle', 'volcano', 'platypus, duckbill, duckbilled platypus, duck-billed platypus, Ornithorhynchus anatinus', 'nematode, nematode worm, roundworm']
79774_submitter_file1__IMG20150216152458.jpg	['promontory, headland, head, foreland', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'seashore, coast, seacoast, sea-coast', 'grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus', 'lakeside, lakeshore']
87310_submitter_file1__dennisuap.jpg	['parallel bars, bars', 'bannister, banister, balustrade, balusters, handrail', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']
89367_submitter_file2__IMG3060.PNG	['nematode, nematode worm, roundworm']
87284_submitter_file6__PicsArt100904.29.24.jpg	['geyser', 'fountain']
83831_submitter_file1__20170426184841.jpg	['yurt', 'barn']
85348_submitter_file1__blownupufos.jpg	['cab, hack, taxi, taxicab', 'crane', 'monitor', 'traffic light, traffic signal, stoplight', 'streetcar, tram, tramcar, trolley, trolley car']
88682_submitter_file3__20171210115333.jpg	['fountain', 'wing', 'fireboat']
83197_submitter_file3__3.LuminousWhiteUFOPhotograph1FurtherEnlarged.jpg	['volcano', 'indri, indris, Indri indri, Indri brevicaudatus', 'torch', 'nematode, nematode worm, roundworm', 'rock beauty, Holocanthus tricolor']
83459_submitter_file1__1.AmazingDaytimeGlowingSaucerOriginal.jpg	['parachute, chute', 'flagpole, flagstaff', 'vulture', 'kite', 'wing']
87053_submitter_file1__FBIMG1506843653394.jpg	['monastery', 'castle', 'stupa, tope', 'palace', 'church, church building']
70150_submitter_file7__DSC0015.JPG	['parachute, chute', 'pelican', 'maypole', 'crane', 'white stork, Ciconia ciconia']
81423_submitter_file1__20160620130950.jpg	['barn', 'church, church building', 'bell cote, bell cot', 'dome', 'beacon, lighthouse, beacon light, pharos']
90527_submitter_file5__10291115420005.jpg	['dishwasher, dish washer, dishwashing machine', 'beaker', 'ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin', 'lighter, light, igniter, ignitor', 'refrigerator, icebox']
84853_submitter_file5__S0011014.JPG	['traffic light, traffic signal, stoplight', 'digital clock', 'nematode, nematode worm, roundworm', 'balloon', 'spotlight, spot']
81921_submitter_file1__IMG0608.JPG	['dam, dike, dyke', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'racer, race car, racing car', 'alp', 'minivan']
80355_submitter_file5__DSC00522.jpg	['pole']
84183_submitter_file3__20170603202521.jpg	['ping-pong ball', 'pool table, billiard table, snooker table', 'golf ball', 'jellyfish']
84322_submitter_file4__Photoon61017at9.08PM4.jpg	['iPod', 'cellular telephone, cellular phone, cellphone, cell, mobile phone', 'remote control, remote']
90184_submitter_file4__20180201010304.jpg	['crane', 'scoreboard', 'container ship, containership, container vessel', 'library', 'spotlight, spot']
84586_submitter_file1__1018am1.jpg	['hook, claw', 'suspension bridge', 'pole', 'swing', 'flagpole, flagstaff']
90180_submitter_file2__Screenshot20180211133820.jpg	['valley, vale', 'geyser', 'bison', 'alp', 'golf ball']
79067_submitter_file3__IMG20160910191518.jpg	['flagpole, flagstaff']
83173_submitter_file3__3.BizarreObjectwithExtendingTubeLabeled.jpg	['space shuttle', 'matchstick', 'projectile, missile', 'analog clock', 'missile']
80826_submitter_file1__20161205224105.jpg	['pole']
89956_submitter_file8__20180131054909.jpg	['traffic light, traffic signal, stoplight', 'digital clock', 'nematode, nematode worm, roundworm', 'spotlight, spot']
78209_submitter_file1__20160805030044LC40.jpg	['balloon', 'beacon, lighthouse, beacon light, pharos', 'monitor', 'lakeside, lakeshore']
89623_submitter_file2__IMG6332.JPG	['stupa, tope']
79988_submitter_file5__PA180003nr3.jpg	['chime, bell, gong', 'pole', 'hook, claw', 'picket fence, paling', 'car mirror']
86156_submitter_file2__20170821102011.jpg	['spotlight, spot', 'fountain', 'wing', "spider web, spider's web", 'suspension bridge']
88994_submitter_file4__IMAG13774.jpg	['parachute, chute', 'balloon', 'geyser', 'airship, dirigible', 'missile']
91057_submitter_file5__2C873DA732DF433FA42CBEA0C344ACE2.jpeg	['notebook, notebook computer', 'laptop, laptop computer', 'hammerhead, hammerhead shark', 'mouse, computer mouse', 'jersey, T-shirt, tee shirt']
71243_submitter_file8__Screenshot20151007185715.png	['screw', 'wardrobe, closet, press', 'wall clock', 'hook, claw', 'combination lock']
87385_submitter_file1__20171017001050.jpg	['dishwasher, dish washer, dishwashing machine', 'wardrobe, closet, press', 'medicine chest, medicine cabinet', 'shoji', 'sliding door']
83679_submitter_file2__fullsizeoutput219f.jpeg	['safety pin', 'traffic light, traffic signal, stoplight', 'horizontal bar, high bar', 'pole', 'suspension bridge']
83047_submitter_file2__UFO.jpg	['planetarium', 'church, church building', 'lakeside, lakeshore', 'alp', 'barn']
88444_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg	['pier', 'bullet train, bullet', 'cinema, movie theater, movie theatre, movie house, picture palace', 'grocery store, grocery, food market, market', 'steel arch bridge']
91064_submitter_file1__9F71096EC1CC4A10B23CDC17EBE3FAB2.jpeg	['suspension bridge', 'monastery', 'church, church building', 'fountain', 'spotlight, spot']
74826_submitter_file3__ChichenItzaMexicoIMG0050copy3.JPG	[]
83253_submitter_file4__4GlowingUFOPhotograph1HighlyEnlarged.jpg	['ping-pong ball', 'dugong, Dugong dugon', 'nematode, nematode worm, roundworm', 'Petri dish', 'gong, tam-tam']
90788_submitter_file3__fullsizeoutput4249.jpeg	['yurt', 'volcano', 'radio telescope, radio reflector', 'valley, vale', 'alp']
74653_submitter_file2__shieldsufo20160220151648.jpg	['water tower', 'radio telescope, radio reflector', 'crane', 'radio, wireless', 'steel arch bridge']
85445_submitter_file1__ufo.jpg	['lakeside, lakeshore']
88134_submitter_file2__IMG7608.jpg	['nail', 'chime, bell, gong', 'gong, tam-tam']
84360_submitter_file2__Oct292014UFO2.jpg	['patio, terrace', 'restaurant, eating house, eating place, eatery']
71690_submitter_file2__ZoomInUFO.jpg	['beacon, lighthouse, beacon light, pharos']
84538_submitter_file2__IMG0683.JPG	['chain saw, chainsaw', 'hook, claw', 'airship, dirigible', 'sombrero', 'balloon']
86550_submitter_file7__171.jpg	['planetarium', 'spotlight, spot', 'church, church building', 'barn']
83348_submitter_file1__1.ExmouthCigarPhoto1Original.jpg	['sandbar, sand bar', 'wreck', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']
83387_submitter_file3__3.FourWhiteCigarUFOsEnlarged.jpg	['nail', 'ballpoint, ballpoint pen, ballpen, Biro', 'projectile, missile', 'letter opener, paper knife, paperknife', 'fountain pen']
83349_submitter_file7__7.ExmouthTriangleUFOEnlargedAndEnhanced.jpg	['boathouse', 'church, church building', 'bell cote, bell cot', 'water tower', 'beacon, lighthouse, beacon light, pharos']
86171_submitter_file2__IMG01042.jpg	['vulture', 'kite', 'bald eagle, American eagle, Haliaeetus leucocephalus']
81731_submitter_file8__IMG20170125193805.jpg	['traffic light, traffic signal, stoplight', 'crane', 'torch', 'drilling platform, offshore rig', 'suspension bridge']
72952_submitter_file2__IMG3960.JPG	["jack-o'-lantern", 'matchstick', 'nematode, nematode worm, roundworm', 'jellyfish', 'digital clock']
83465_submitter_file7__IMG15461.PNG	['cannon', 'crane', 'sax, saxophone', 'solar dish, solar collector, solar furnace', 'missile']
81585_submitter_file3__image.png	['home theater, home theatre', 'planetarium', 'television, television system', 'bubble', 'spotlight, spot']
79190_submitter_file3__IMG0178.PNG	['web site, website, internet site, site']
83134_submitter_file8__IMG2146.JPG	['howler monkey, howler', 'vulture', 'spider monkey, Ateles geoffroyi', 'colobus, colobus monkey', 'langur']
84792_submitter_file1__Resized20160719144301001.jpg	['sandbar, sand bar', 'car mirror', 'lakeside, lakeshore']
88087_submitter_file1__oct29201734310PM.jpg	['sandbar, sand bar', 'cliff, drop, drop-off', 'seashore, coast, seacoast, sea-coast', 'beacon, lighthouse, beacon light, pharos', 'promontory, headland, head, foreland']
83441_submitter_file1__IMG6103UFO.jpg	['geyser', 'fountain', 'spotlight, spot']
83977_submitter_file1__UFOMOD10758.jpg	['nematode, nematode worm, roundworm', 'poncho', 'velvet', 'wool, woolen, woollen', 'electric ray, crampfish, numbfish, torpedo']
83684_submitter_file2__Inked20170309184917LI.jpg	['nematode, nematode worm, roundworm', 'traffic light, traffic signal, stoplight', 'bubble', 'spotlight, spot']
84991_submitter_file6__Indentationonleftinnerleg2.jpg	['nail', 'lacewing, lacewing fly', 'tick', 'scorpion', 'Band Aid']
80408_submitter_file3__image3.PNG	['television, television system', 'matchstick', 'nematode, nematode worm, roundworm', 'monitor', 'digital clock']
80826_submitter_file5__20161205160453.jpg	['recreational vehicle, RV, R.V.', 'ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'mailbox, letter box', 'mobile home, manufactured home']
90095_submitter_file3__A712CE92378C48B9811A8F371D2A3039.jpeg	['chainlink fence']
81581_submitter_file9__image.png	['planetarium', 'dugong, Dugong dugon', 'bubble', 'dome', 'car mirror']
84415_submitter_file3__Esfera1Arturo3.jpg	['hammerhead, hammerhead shark', 'matchstick', 'nematode, nematode worm, roundworm', 'wing', 'jellyfish']
82813_submitter_file7__ScreenHunter157Mar.1223.29.jpg	['chime, bell, gong', 'window shade', 'window screen', 'birdhouse']
83148_submitter_file5__5.BlueCenteredTypeUFOFurtherEnlargement.jpg	['nematode, nematode worm, roundworm']
74055_submitter_file1__Iceland.jpg	['planetarium']
71454_submitter_file1__image.jpg	['valley, vale', 'cliff, drop, drop-off', 'alp', 'minivan']
83930_submitter_file3__3.BlackObjectEmergingFromTheCloudsEnlargement2.jpg	['parachute, chute', 'airship, dirigible']
83253_submitter_file7__7GlowingUFOPhotograph2Enhanced.jpg	['parachute, chute', 'vulture', 'kite', 'airship, dirigible', 'jellyfish']
81797_submitter_file2__IMAG0804.jpg	['obelisk']
85169_submitter_file3__IMG3257.JPG	['parachute, chute', 'balloon', 'hammerhead, hammerhead shark', 'wing', 'jellyfish']
81648_submitter_file1__19Jan2017cloudsturned.jpg	['cab, hack, taxi, taxicab', 'traffic light, traffic signal, stoplight', 'limousine, limo', 'minivan', 'street sign']
83625_submitter_file2__596.JPG	['parachute, chute', 'flagpole, flagstaff', 'warplane, military plane', 'kite', 'airship, dirigible']
86416_submitter_file1__1274423610939849506335946815050625316550926n2.jpg	[]
80551_submitter_file2__ufo1.jpg	['car mirror']
82593_submitter_file1__IMG7677.JPG	['sandbar, sand bar', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'lakeside, lakeshore', 'seashore, coast, seacoast, sea-coast', 'promontory, headland, head, foreland']
88710_submitter_file1__Mazaredo1.PNG	['plastic bag', 'cuirass', 'nematode, nematode worm, roundworm', 'breastplate, aegis, egis', 'volcano']
86550_submitter_file1__162.jpg	['volcano', "jack-o'-lantern", 'matchstick', 'nematode, nematode worm, roundworm', 'jellyfish']
