filename	objects
84441_submitter_file6__B23RkAoRzCghadBJDNn6UQ3VbGadin2CVZdAxqgrfwpX92IB.jpg	['upright, upright piano', 'limousine, limo', 'pool table, billiard table, snooker table', 'jellyfish', 'spotlight, spot']
83759_submitter_file4__DSC01522.JPG	['pole', 'flagpole, flagstaff', 'pier', 'crane', 'suspension bridge']
87034_submitter_file1__IMG7677.JPG	['screen, CRT screen', 'television, television system', 'cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM', 'monitor', 'sliding door']
81212_submitter_file4__PC291631.JPG	['pole', 'horizontal bar, high bar', 'crane']
79379_submitter_file1__P1060342.JPG	["jack-o'-lantern", 'digital clock', 'nematode, nematode worm, roundworm', 'matchstick', 'spotlight, spot']
85718_submitter_file2__20170805180538.jpg	['parachute, chute', 'jellyfish', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'kite', 'airship, dirigible']
86880_submitter_file2__21sep2017P1050484.JPG	['park bench', 'worm fence, snake fence, snake-rail fence, Virginia fence', 'boathouse', 'buckeye, horse chestnut, conker', 'lakeside, lakeshore']
70068_submitter_file2__20150902193206.jpg	['sandbar, sand bar', 'lakeside, lakeshore', 'airliner', 'seashore, coast, seacoast, sea-coast', 'wing']
80663_submitter_file1__IMG2618.jpg	['screen, CRT screen', 'matchstick', 'monitor', 'jellyfish', 'digital clock']
81582_submitter_file8__image.png	['planetarium', 'television, television system', 'bubble', 'car mirror', 'spotlight, spot']
70150_submitter_file5__DSC0013.JPG	['pelican', 'crane', 'warplane, military plane', 'vulture', 'kite']
72401_submitter_file2__20151107190318.jpg	['planetarium', 'traffic light, traffic signal, stoplight', 'limousine, limo', 'mobile home, manufactured home', 'lakeside, lakeshore']
83254_submitter_file3__StarLikeObjectPhotograph3.JPG	['volcano', 'torch', "jack-o'-lantern", 'matchstick', 'spotlight, spot']
86113_submitter_file2__IMG9815.JPG	['spotlight, spot', 'fountain', 'solar dish, solar collector, solar furnace', 'flagpole, flagstaff']
87195_submitter_file1__Capture6.PNG	['bubble', 'nematode, nematode worm, roundworm']
83904_submitter_file3__052017NewMexico163aPetroglyphUFO.JPG	['volcano', 'cliff, drop, drop-off', 'lakeside, lakeshore', 'alp', 'promontory, headland, head, foreland']
84141_submitter_file1__0528171440.jpg	['crane', 'flagpole, flagstaff', 'balloon', 'birdhouse', 'street sign']
90737_submitter_file4__20180312195648.jpg	['forklift', 'patio, terrace', 'lumbermill, sawmill', 'mobile home, manufactured home', 'snowplow, snowplough']
83427_submitter_file2__IMG0711.JPG	['guillotine', 'pool table, billiard table, snooker table', 'upright, upright piano']
84441_submitter_file1__0Js8ziqncEOTxnQ2FQcjoCN4WnoaWVKzu8U0MGUW4pX92IB.jpg	['upright, upright piano', 'limousine, limo', 'pool table, billiard table, snooker table', 'jellyfish', 'spotlight, spot']
82407_submitter_file1__downsized0724161535a.jpg	['volcano', 'geyser', 'fountain', 'alp', 'solar dish, solar collector, solar furnace']
71297_submitter_file1__DSC0053.jpg	['matchstick', 'lycaenid, lycaenid butterfly', 'nematode, nematode worm, roundworm', 'wing', 'hummingbird']
83133_submitter_file5__20170408161620.jpg	['geyser', 'fountain']
79384_submitter_file2__IMG089842.jpg	['parachute, chute', 'space shuttle', 'warplane, military plane', 'airliner', 'wing']
85927_submitter_file1__IMG1444.JPG	['window screen', 'boathouse', 'thatch, thatched roof', 'shoji', 'barn']
85595_submitter_file2__IMG2874.PNG	['wing', 'nematode, nematode worm, roundworm', 'car mirror', 'spotlight, spot']
85952_submitter_file2__IMG1448.JPG	['boathouse', 'barn', 'window screen', 'picket fence, paling', 'mobile home, manufactured home']
87213_submitter_file2__2FCF129F96DD40889A9A4E3BAF16C73A.jpeg	['crane', 'drilling platform, offshore rig', 'wardrobe, closet, press', 'pole', 'flagpole, flagstaff']
83010_submitter_file4__IMG0279.PNG	['web site, website, internet site, site']
87185_submitter_file3__DSC0060.JPG	['seashore, coast, seacoast, sea-coast', 'promontory, headland, head, foreland']
89150_submitter_file2__1210171757d.jpg	['binder, ring-binder', 'balance beam, beam', 'carton', 'envelope', 'shoji']
74974_submitter_file1__1.jpg	['spotlight, spot', 'pier', 'suspension bridge']
87777_submitter_file1__newfolder81of123.jpg	['parachute, chute', 'fountain', 'radio telescope, radio reflector', 'umbrella', 'solar dish, solar collector, solar furnace']
79276_submitter_file5__DSC0188.JPG	['parachute, chute', 'flagpole, flagstaff', 'kite', 'wing', 'airship, dirigible']
83930_submitter_file1__1.BlackObjectEmergingFromTheCloudsOriginal.JPG	['parachute, chute', 'hay', 'geyser', 'rapeseed', 'obelisk']
80949_submitter_file4__2016121305.45.211.jpg	['eel', 'axolotl, mud puppy, Ambystoma mexicanum', 'tiger shark, Galeocerdo cuvieri', 'nematode, nematode worm, roundworm', 'sturgeon']
83349_submitter_file4__4.ExmouthTriangleUFOEnlargedAndEnhanced.jpg	['nematode, nematode worm, roundworm']
85032_submitter_file3__image.png	['wing', 'warplane, military plane', 'projectile, missile', 'airship, dirigible', 'missile']
90899_submitter_file1__20180317115756.jpg	['valley, vale', 'alp']
87878_submitter_file4__Screenshot20171011024928.png	['bubble', 'pool table, billiard table, snooker table', 'nematode, nematode worm, roundworm', 'jellyfish']
83501_submitter_file4__IMG20170503091809.jpg	['parachute, chute', 'airship, dirigible', 'wing']
78870_submitter_file1__dotsufo.jpg	['beacon, lighthouse, beacon light, pharos', 'wing', 'seashore, coast, seacoast, sea-coast']
89714_submitter_file7__20371861DC0342AC919639BCCEBC28F0.jpeg	['bubble', 'minivan']
77913_submitter_file1__UFO1.JPG	['sandbar, sand bar', 'valley, vale', 'African elephant, Loxodonta africana', 'rapeseed', 'lakeside, lakeshore']
90926_submitter_file3__Nic.UFOzoom2.jpg	['skunk, polecat, wood pussy', 'Yorkshire terrier', 'vulture', 'airship, dirigible', 'quill, quill pen']
86171_submitter_file6__IMG1270.jpg	['parachute, chute', 'aircraft carrier, carrier, flattop, attack aircraft carrier', 'schooner', 'drilling platform, offshore rig', 'wreck']
79193_submitter_file9__Qenhanced400zoom.jpg	['space shuttle', 'triumphal arch', 'crane', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'obelisk']
85770_submitter_file4__IMG1794.JPG	['space shuttle', 'traffic light, traffic signal, stoplight', 'fountain', 'fireboat', 'spotlight, spot']
89611_submitter_file3__20180116143507.jpg	['parachute, chute', 'volcano', 'geyser', 'wing', 'beacon, lighthouse, beacon light, pharos']
84441_submitter_file4__23lights.jpg	['digital clock', 'matchstick', 'nematode, nematode worm, roundworm', 'wing', 'spotlight, spot']
86201_submitter_file1__IMG1258.JPG	['parachute, chute', 'balloon', 'airship, dirigible', 'spotlight, spot']
84247_submitter_file1__20170605145400.jpg	['obelisk', 'water tower', 'church, church building', 'rapeseed', 'beacon, lighthouse, beacon light, pharos']
83392_submitter_file1__DSC4346.jpg	['file, file cabinet, filing cabinet', 'traffic light, traffic signal, stoplight', 'pole', 'airship, dirigible', 'wing']
84521_submitter_file2__2017060621.22.53.jpg	['cliff, drop, drop-off', 'sandbar, sand bar', 'beacon, lighthouse, beacon light, pharos', 'lakeside, lakeshore', 'promontory, headland, head, foreland']
83307_submitter_file1__DSC0441.JPG	['radio telescope, radio reflector', 'balloon', 'flagpole, flagstaff', 'airship, dirigible', 'water tower']
83543_submitter_file3__IMG4733.JPG	['parachute, chute', 'croquet ball', 'unicycle, monocycle', 'ballplayer, baseball player', 'maze, labyrinth']
87971_submitter_file3__20170716204410.jpg	['valley, vale', 'cliff, drop, drop-off', 'seashore, coast, seacoast, sea-coast', 'beacon, lighthouse, beacon light, pharos', 'promontory, headland, head, foreland']
77473_submitter_file2__Photo021.jpg	['obelisk', 'traffic light, traffic signal, stoplight', 'flagpole, flagstaff', 'dock, dockage, docking facility', 'lakeside, lakeshore']
70262_submitter_file2__moon1.png	['drum, membranophone, tympan', 'jellyfish', 'bubble', 'matchstick', 'spotlight, spot']
83814_submitter_file2__rapidbay01.jpg	['hay', 'radio telescope, radio reflector', 'valley, vale', 'balloon', 'alp']
83677_submitter_file2__2PHOTO2.JPG	['parachute, chute', 'nematode, nematode worm, roundworm', 'balloon', 'bubble', 'wing']
77629_submitter_file1__Photo1.JPG	['stage', 'fountain', 'fireboat', 'spotlight, spot']
84305_submitter_file1__UFO.jpg	['picket fence, paling', 'church, church building', 'rapeseed', 'beacon, lighthouse, beacon light, pharos', 'barn']
89714_submitter_file4__8A29162649DA4F6796A9B8E525F4509D.jpeg	['parachute, chute', 'crane', 'radio telescope, radio reflector', 'wing', 'beacon, lighthouse, beacon light, pharos']
89368_submitter_file2__IMG20161010184635.jpg	['warplane, military plane', 'airliner', 'airship, dirigible', 'wing']
81375_submitter_file7__1UFO7.jpg	['screen, CRT screen', 'television, television system', 'desktop computer', 'monitor', 'web site, website, internet site, site']
85521_submitter_file1__KTDP1996.JPG	['megalith, megalithic structure', 'castle', 'geyser', 'church, church building', 'beacon, lighthouse, beacon light, pharos']
81438_submitter_file2__Redlight.jpg	['horizontal bar, high bar', 'isopod', 'nematode, nematode worm, roundworm']
90346_submitter_file4__9DB4034F3AA04408A9A701915DE3371C.png	['envelope', 'web site, website, internet site, site']
82335_submitter_file1__IMG0693.JPG	['parachute, chute', 'balloon', 'flagpole, flagstaff', 'kite', 'airship, dirigible']
76274_submitter_file4__PHOTO1ABDETAILS.JPG	['iPod', 'modem', 'cellular telephone, cellular phone, cellphone, cell, mobile phone', 'remote control, remote']
88607_submitter_file3__Screenshot20171208091038.jpg	['unicycle, monocycle', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'mailbox, letter box', 'traffic light, traffic signal, stoplight', 'bicycle-built-for-two, tandem bicycle, tandem']
90932_submitter_file4__DSC0399.JPG	['parachute, chute', 'balloon', 'water snake', 'airship, dirigible', 'bow']
83884_submitter_file5__Green5817.jpg	['nematode, nematode worm, roundworm', 'guacamole']
85557_submitter_file2__20170715102122.jpg	['stupa, tope', 'radio telescope, radio reflector', 'perfume, essence', 'airship, dirigible', 'water tower']
83175_submitter_file3__3.FlyingSaucerThatEmergedFromTheCloudsEnlarged2.jpg	['airship, dirigible']
80754_submitter_file1__1113161827.jpg	['traffic light, traffic signal, stoplight', 'torch', 'barn', 'picket fence, paling', 'spotlight, spot']
87550_submitter_file4__Screenshot20171023175913.png	['parachute, chute', 'sandbar, sand bar', 'wing', 'seashore, coast, seacoast, sea-coast']
84306_submitter_file3__IMG7734.JPG	['volcano', 'traffic light, traffic signal, stoplight', 'jellyfish', 'lakeside, lakeshore', 'spotlight, spot']
90973_submitter_file3__IMG36662.JPG	['volcano', 'geyser', 'fountain']
81346_submitter_file5__Screenshot20170105144617.png	['hay', 'radio telescope, radio reflector', 'valley, vale', 'dam, dike, dyke', 'lakeside, lakeshore']
90707_submitter_file2__GoldEgg.jpg	['parachute, chute', 'ski', 'hook, claw', 'bubble', 'pole']
85086_submitter_file2__IMG2083.JPG	['geyser', 'fountain']
79322_submitter_file3__Picture3.jpg	['parachute, chute', 'volcano', 'geyser', 'valley, vale', 'alp']
81585_submitter_file6__image.png	['planetarium', 'television, television system', 'bubble', 'car mirror', 'spotlight, spot']
83904_submitter_file7__052017NewMexico167bPetroglyphUFO.JPG	['safe', 'cleaver, meat cleaver, chopper', 'switch, electric switch, electrical switch', 'combination lock', 'modem']
88111_submitter_file1__PurplelightoverNorthernBlvd.40thAvenuesubwaytrack.jpg	['pier', 'bullet train, bullet', 'cinema, movie theater, movie theatre, movie house, picture palace', 'grocery store, grocery, food market, market', 'steel arch bridge']
83134_submitter_file2__20170408161618.jpg	['obelisk', 'geyser', 'fountain']
80456_submitter_file3__5.JPG	['parachute, chute', 'balloon', 'airship, dirigible', 'jellyfish']
83133_submitter_file3__201704081616190.jpg	['obelisk', 'geyser', 'fountain']
81741_submitter_file1__IMG20170114160649942.jpg	['parachute, chute', 'volcano', 'valley, vale', 'alp', 'lakeside, lakeshore']
79322_submitter_file1__Picture1.jpg	['volcano', 'geyser', 'fountain', 'alp']
86171_submitter_file5__IMG1196Copy.JPG	['parachute, chute', 'balloon', 'seashore, coast, seacoast, sea-coast', 'airship, dirigible', 'flagpole, flagstaff']
74281_submitter_file2__redf.jpg	['geyser', 'megalith, megalithic structure', 'beacon, lighthouse, beacon light, pharos', 'rapeseed', 'hay']
80435_submitter_file1__IMG9030.JPG	['scuba diver', 'warplane, military plane', 'vulture', 'kite', 'airship, dirigible']
83189_submitter_file3__image.jpeg	['parachute, chute', 'wing', 'vulture', 'kite', 'flagpole, flagstaff']
84573_submitter_file2__1004686.JPG	['boathouse', 'tile roof', 'rapeseed', 'solar dish, solar collector, solar furnace', 'barn']
70847_submitter_file3__image.jpg	['parachute, chute', 'pole', 'flagpole, flagstaff', 'solar dish, solar collector, solar furnace', 'spotlight, spot']
81033_submitter_file8__DSC1692.JPG	['hummingbird', 'vulture', 'rapeseed', 'bald eagle, American eagle, Haliaeetus leucocephalus', 'kite']
81346_submitter_file2__Screenshot20170105145556.png	['megalith, megalithic structure', 'radio telescope, radio reflector', 'valley, vale', 'Arabian camel, dromedary, Camelus dromedarius', 'volcano']
83904_submitter_file2__052017NewMexico161dPetroglyphUFO.JPG	['chime, bell, gong', 'tick', 'whiskey jug', 'Petri dish', 'gong, tam-tam']
80592_submitter_file1__1480006524587369233819.jpg	[]
81212_submitter_file2__PC291629.JPG	['reel', 'pole', 'flagpole, flagstaff', 'pier', 'suspension bridge']
78809_submitter_file1__IMG201608261745461.jpg	['parachute, chute', 'mountain bike, all-terrain bike, off-roader', 'balloon', 'jeep, landrover', 'oxcart']
85044_submitter_file2__IMG6395.PNG	["jack-o'-lantern", 'digital clock', 'matchstick', 'nematode, nematode worm, roundworm', 'jellyfish']
80518_submitter_file4__IMG1051.JPG	['vault', 'suspension bridge', 'bell cote, bell cot', 'dam, dike, dyke', 'dome']
83254_submitter_file4__StarLikeObjectPhotograph4.JPG	['volcano', 'traffic light, traffic signal, stoplight', 'torch', 'nematode, nematode worm, roundworm', 'spotlight, spot']
78678_submitter_file7__IMG2340.jpg	['spotlight, spot', 'valley, vale', 'geyser', 'fountain', 'lakeside, lakeshore']
83387_submitter_file6__6.FourWhiteCigarUFOHighlyEnlarged.jpg	['projectile, missile', 'can opener, tin opener', 'ballpoint, ballpoint pen, ballpen, Biro', 'screwdriver', 'letter opener, paper knife, paperknife']
79591_submitter_file2__uuu2.jpg	['wing', 'car mirror']
87609_submitter_file8__20170901155125.jpg	['parachute, chute', 'balloon', 'airship, dirigible']
90334_submitter_file1__20180220193522.jpg	['binder, ring-binder', 'menu', 'envelope', 'fountain pen', 'book jacket, dust cover, dust jacket, dust wrapper']
80852_submitter_file2__BigOvalflatUFOwith2smallerones1.jpg	['worm fence, snake fence, snake-rail fence, Virginia fence', 'mountain tent', 'church, church building', 'solar dish, solar collector, solar furnace', 'barn']
83392_submitter_file3__DSC4348.jpg	['flagpole, flagstaff', 'traffic light, traffic signal, stoplight', 'street sign', 'pole', 'water tower']
82883_submitter_file2__tmp2580820170329155001111442303.jpg	['volcano', 'geyser', 'rapeseed', 'beacon, lighthouse, beacon light, pharos']
85950_submitter_file4__soclearlyaface.jpg	['parachute, chute', 'megalith, megalithic structure', 'cliff, drop, drop-off', 'airship, dirigible', 'ibex, Capra ibex']
83254_submitter_file6__StarLikeObjectPhotograph6.JPG	['volcano', "jack-o'-lantern", 'torch', 'nematode, nematode worm, roundworm', 'spotlight, spot']
88624_submitter_file3__IMG8853.jpg	['worm fence, snake fence, snake-rail fence, Virginia fence', 'hay', 'radio telescope, radio reflector', 'rapeseed', 'barn']
86769_submitter_file1__Meteor1.jpg	['hand-held computer, hand-held microcomputer', 'web site, website, internet site, site', 'cellular telephone, cellular phone, cellphone, cell, mobile phone', 'monitor', 'screen, CRT screen']
81490_submitter_file5__received646816658833995.jpeg	['hartebeest', 'valley, vale', 'geyser', 'lakeside, lakeshore', 'volcano']
79904_submitter_file5__FA0Ds8wzoomed.png	['binder, ring-binder', 'matchstick', 'envelope', 'chain', 'book jacket, dust cover, dust jacket, dust wrapper']
79666_submitter_file5__IMG3073.JPG	['barn spider, Araneus cavaticus', 'spotlight, spot', 'nematode, nematode worm, roundworm', 'wing', 'missile']
74653_submitter_file5__shieldsufo20160220151657.jpg	['radio telescope, radio reflector', 'crane', 'steel arch bridge']
86514_submitter_file3__20170901173222.jpg	['parachute, chute', 'balloon', 'rapeseed', 'wing', 'beacon, lighthouse, beacon light, pharos']
90731_submitter_file1__DC343D14209140D3B8AADD95EE49EA0D.png	['jean, blue jean, denim', 'balance beam, beam', 'unicycle, monocycle', 'swing']
83465_submitter_file6__IMG15451.PNG	['tank, army tank, armored combat vehicle, armoured combat vehicle', 'missile', 'projectile, missile', 'stage', 'sax, saxophone']
83364_submitter_file4__4.ReceiverTypeUFOEnhanced.jpg	['nematode, nematode worm, roundworm', 'digital clock']
80733_submitter_file4__20161129185004.jpg	['volcano', 'loudspeaker, speaker, speaker unit, loudspeaker system, speaker system', 'nematode, nematode worm, roundworm', 'ski mask', 'jellyfish']
86531_submitter_file2__20170114115117.jpg	['mountain bike, all-terrain bike, off-roader', 'geyser', 'valley, vale', 'bison', 'alp']
89871_submitter_file2__IMG5656.JPG	['triumphal arch', 'beacon, lighthouse, beacon light, pharos', 'cinema, movie theater, movie theatre, movie house, picture palace', 'water tower', 'barn']
84441_submitter_file9__TQEwAq0XTwwWZddeIJbvLiE4aZHsPjnzAAz15dY9tEpX92IB.jpg	['television, television system', 'grand piano, grand', 'umbrella', 'stage', 'spotlight, spot']
80884_submitter_file2__042Personal.jpg	['balloon', 'valley, vale', 'promontory, headland, head, foreland', 'alp', 'lakeside, lakeshore']
89876_submitter_file1__IMG1466.JPG	['shower curtain', 'abaya', 'velvet', 'cloak', 'overskirt']
85647_submitter_file3__61381.jpg	["jack-o'-lantern", 'hammerhead, hammerhead shark', 'nematode, nematode worm, roundworm', 'bubble', 'jellyfish']
89571_submitter_file2__IMG2722.JPG	['parachute, chute', 'warplane, military plane', 'ski', 'wing', 'flagpole, flagstaff']
81375_submitter_file3__1UFO3.jpg	['screen, CRT screen', 'traffic light, traffic signal, stoplight', 'scoreboard', 'television, television system', 'web site, website, internet site, site']
71297_submitter_file2__DSC0053.jpg	['matchstick', 'lycaenid, lycaenid butterfly', 'nematode, nematode worm, roundworm', 'wing', 'hummingbird']
88447_submitter_file1__unnamed5.jpg	['hay', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'rapeseed', 'harvester, reaper', 'wing']
88087_submitter_file5__oct29201734323PM.JPG	['geyser', 'sandbar, sand bar', 'promontory, headland, head, foreland', 'seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']
84217_submitter_file3__IMG0647.JPG	['planetarium', 'pier', 'bannister, banister, balustrade, balusters, handrail', 'solar dish, solar collector, solar furnace', 'spotlight, spot']
71297_submitter_file4__IMG20140925191318.jpg	['submarine, pigboat, sub, U-boat', 'projectile, missile', 'airship, dirigible', 'missile']
78206_submitter_file6__20160805023931LC151.jpg	['nematode, nematode worm, roundworm']
86817_submitter_file2__IMG4141.JPG	['fountain', 'geyser', 'projectile, missile', 'wing', 'missile']
81412_submitter_file5__DSCN1492.jpg	['nematode, nematode worm, roundworm']
89138_submitter_file3__20161228154512.jpg	['ski', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'bobsled, bobsleigh, bob', 'fireboat', 'snowplow, snowplough']
86105_submitter_file1__201708210955091.jpg	['valley, vale', 'balloon', 'suspension bridge', 'lakeside, lakeshore']
78820_submitter_file5__wtf2.JPG	['sandbar, sand bar', 'speedboat', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty', 'seashore, coast, seacoast, sea-coast', 'lakeside, lakeshore']
83131_submitter_file1__fullsizeoutput183c.jpeg	['parachute, chute', 'warplane, military plane', 'vulture', 'kite', 'wing']
85044_submitter_file3__IMG6396.PNG	['nematode, nematode worm, roundworm', 'hammerhead, hammerhead shark']
88479_submitter_file2__7.jpg	['volcano', 'geyser', 'wing', 'beacon, lighthouse, beacon light, pharos', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']
79544_submitter_file3__UFO.JPG	['crane', 'beacon, lighthouse, beacon light, pharos', 'airship, dirigible', 'pole', 'flagpole, flagstaff']
70847_submitter_file1__image.jpg	['pole', 'flagpole, flagstaff', 'traffic light, traffic signal, stoplight', 'solar dish, solar collector, solar furnace', 'spotlight, spot']
81353_submitter_file1__IMG0678.JPG	['fire engine, fire truck', 'cab, hack, taxi, taxicab', 'limousine, limo', 'tow truck, tow car, wrecker', 'police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria']
83090_submitter_file3__IMG1198.JPG	['laptop, laptop computer', 'nematode, nematode worm, roundworm', 'Petri dish']
90135_submitter_file1__image.jpg	['car mirror', 'lakeside, lakeshore', 'mobile home, manufactured home', 'window screen']
87601_submitter_file2__image.jpg	['recreational vehicle, RV, R.V.', 'minibus', 'moving van', 'minivan']
83461_submitter_file6__6.BizarreBlackMorphingUFOPhotograph2Enlarged2.jpg	['black stork, Ciconia nigra', 'vulture', 'kite', 'white stork, Ciconia ciconia', 'bald eagle, American eagle, Haliaeetus leucocephalus']
84459_submitter_file1__DSC0121croppedtoselectionclearedwithlevelsandcurves.JPG	['hornbill', 'bald eagle, American eagle, Haliaeetus leucocephalus', 'vulture', 'kite', 'spider monkey, Ateles geoffroyi']
88518_submitter_file2__IMG20171201092647.jpg	['traffic light, traffic signal, stoplight', 'soccer ball', 'balloon', 'volleyball', 'spotlight, spot']
86910_submitter_file3__NighttimeUFO3.jpg	['television, television system', 'screen, CRT screen', 'traffic light, traffic signal, stoplight', 'web site, website, internet site, site', 'digital clock']
79193_submitter_file8__HCHANGEINPOSITION4.JPG	['space shuttle', 'triumphal arch', 'crane', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'dock, dockage, docking facility']
82502_submitter_file1__IMG0058.JPG	['doormat, welcome mat', 'envelope', 'bath towel', 'rule, ruler', 'scabbard']
89309_submitter_file5__IMG1049.JPG	['parachute, chute', 'mountain bike, all-terrain bike, off-roader', 'hook, claw', 'unicycle, monocycle', 'alp']
81621_submitter_file1__IMG20170118211608.jpg	['fountain pen', 'quill, quill pen', 'ballpoint, ballpoint pen, ballpen, Biro', 'rubber eraser, rubber, pencil eraser']
90527_submitter_file6__10291116430001.jpg	['vault', 'cliff, drop, drop-off', 'dam, dike, dyke', 'breastplate, aegis, egis', 'monastery']
83100_submitter_file1__20170411115938001.jpg	['indri, indris, Indri indri, Indri brevicaudatus', 'sulphur-crested cockatoo, Kakatoe galerita, Cacatua galerita', 'howler monkey, howler', 'spider monkey, Ateles geoffroyi', 'colobus, colobus monkey']
79343_submitter_file2__image.png	['parachute, chute', 'flagpole, flagstaff', 'warplane, military plane', 'airship, dirigible', 'kite']
85487_submitter_file2__ps.jpg	['megalith, megalithic structure', 'cloak']
81626_submitter_file1__IMG7176.JPG	['binoculars, field glasses, opera glasses']
89571_submitter_file5__IMG2725.JPG	['parachute, chute', 'warplane, military plane', 'ski', 'wing', 'flagpole, flagstaff']
86046_submitter_file2__IMG1236.JPG	['wooden spoon', 'butternut squash', 'spaghetti squash', 'acorn squash', 'acorn']
78674_submitter_file4__IMG3967.JPG	['mountain tent']
79384_submitter_file1__IMG0898.jpg	['parachute, chute']
90925_submitter_file1__SAM2902.JPG	['notebook, notebook computer', 'computer keyboard, keypad', 'iPod', 'cellular telephone, cellular phone, cellphone, cell, mobile phone', 'modem']
83253_submitter_file5__5.GlowingUFOPhotograph2Original.JPG	['parachute, chute', 'warplane, military plane', 'kite', 'airship, dirigible', 'flagpole, flagstaff']
89096_submitter_file1__UFOCHancellorsville2ndphoto.jpg	['brass, memorial tablet, plaque', 'street sign']
80281_submitter_file2__IMG0142largeandsmallerorbsaroundsun.jpg	['pole', 'street sign', 'streetcar, tram, tramcar, trolley, trolley car', 'traffic light, traffic signal, stoplight', 'spotlight, spot']
74949_submitter_file1__20160225192321.jpg	['dock, dockage, docking facility', 'restaurant, eating house, eating place, eatery', 'pier', 'airship, dirigible', 'lakeside, lakeshore']
81033_submitter_file1__DSC1685.jpg	['parachute, chute', 'warplane, military plane', 'airship, dirigible']
77595_submitter_file4__2016070809.09.48.jpg	['chainlink fence', 'suspension bridge', 'pier', 'bannister, banister, balustrade, balusters, handrail', 'breakwater, groin, groyne, mole, bulwark, seawall, jetty']
71941_submitter_file2__MFDC0068.JPG	['fountain', 'spotlight, spot']
79424_submitter_file4__Screenshot20160926112114.png	['tiger shark, Galeocerdo cuvieri', 'hammerhead, hammerhead shark', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'grey whale, gray whale, devilfish, Eschrichtius gibbosus, Eschrichtius robustus', 'jellyfish']
84664_submitter_file1__IMG0922.JPG	['obelisk', 'megalith, megalithic structure', 'castle', 'geyser', 'beacon, lighthouse, beacon light, pharos']
88855_submitter_file4__2550809017351538998629232786727605284802909n.jpg	['cab, hack, taxi, taxicab', 'traffic light, traffic signal, stoplight', 'limousine, limo', 'minivan', 'tow truck, tow car, wrecker']
84530_submitter_file3__Screenshot20170619211853.png	['dowitcher', 'sandbar, sand bar', 'water snake', 'seashore, coast, seacoast, sea-coast']
90888_submitter_file4__DSC01988.JPG	['scuba diver', 'jellyfish', 'great white shark, white shark, man-eater, man-eating shark, Carcharodon carcharias', 'tiger shark, Galeocerdo cuvieri', 'hammerhead, hammerhead shark']
80949_submitter_file5__2016121305.45.202.jpg	['electric ray, crampfish, numbfish, torpedo', 'frying pan, frypan, skillet', 'nematode, nematode worm, roundworm', 'steel drum', 'spotlight, spot']
88032_submitter_file1__IMG2257.JPG	['vizsla, Hungarian pointer', 'redbone', 'German short-haired pointer', 'seashore, coast, seacoast, sea-coast', 'English setter']
84714_submitter_file4__0628171533.jpg	['car mirror', 'screen, CRT screen', 'television, television system', 'monitor', 'jellyfish']
86769_submitter_file2__Metero2.jpg	['hand-held computer, hand-held microcomputer', 'television, television system', 'cellular telephone, cellular phone, cellphone, cell, mobile phone', 'monitor', 'screen, CRT screen']
83993_submitter_file2__IMG3967.JPG	['ski mask', 'jellyfish', 'nematode, nematode worm, roundworm', 'volcano']
88137_submitter_file1__nov192017024045PMcleared.JPG	['sandbar, sand bar', 'geyser', 'mountain tent', 'alp', 'lakeside, lakeshore']
76769_submitter_file1__image.png	['web site, website, internet site, site', 'oscilloscope, scope, cathode-ray oscilloscope, CRO']
80885_submitter_file1__2016101210.55.16.jpg	['megalith, megalithic structure', 'rapeseed', 'hay', 'wing', 'beacon, lighthouse, beacon light, pharos']
82231_submitter_file2__Movingaway.jpg	['volcano', 'nematode, nematode worm, roundworm']
83013_submitter_file1__20170406100500.jpg	['geyser', 'fountain']
79195_submitter_file6__FCHANGEINPOSITION2.JPG	['space shuttle', 'triumphal arch', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'mosque', 'bell cote, bell cot']
83252_submitter_file4__4.UFONearTailSectionofPassengerPlaneContrastAdjust.jpg	['airliner', 'warplane, military plane', 'projectile, missile', 'wing', 'missile']
83956_submitter_file7__7.RectangularUFOWithStrangeContrailsCapturedAgainFurtherEnlarged.jpg	['space shuttle', 'warplane, military plane', 'projectile, missile', 'wing', 'missile']
87863_submitter_file2__IMG3338.PNG	['binder, ring-binder', 'jersey, T-shirt, tee shirt', 'bulletproof vest', 'nematode, nematode worm, roundworm', 'loudspeaker, speaker, speaker unit, loudspeaker system, speaker system']
